query_id	country	action	comedy	drama
qid:7007	US	0.6	0.3	0.1
qid:15741	US	0.1	0.8	0.1
qid:12724	US	0.3	0.2	0.5
qid:732	US	0.7	0.1	0.2
qid:13777	US	0.6	0.2	0.2
qid:6202	US	0.2	0.5	0.3
qid:8117	US	0.1	0.2	0.7
qid:8828	US	0.4	0.3	0.3
qid:12802	US	0.8	0.1	0.1
qid:15024	US	0.6	0.2	0.2
qid:4066	US	0.3	0.4	0.3
qid:9539	US	0.5	0.3	0.2
qid:6592	US	0.4	0.4	0.2
qid:13951	US	0.4	0.3	0.3
qid:14508	US	0.8	0.1	0.1
qid:3716	US	0.7	0.1	0.2
qid:7906	US	0.3	0.4	0.3
qid:4902	US	0.3	0.4	0.3
qid:15529	US	0.8	0.1	0.1
qid:10705	US	0.2	0.7	0.1
qid:13515	US	0.3	0.2	0.5
qid:7281	US	0.2	0.6	0.2
qid:27	AR	0.6	0.2	0.2
qid:11819	US	0.3	0.3	0.4
qid:12759	US	0.4	0.3	0.3
qid:15072	US	0.7	0.2	0.1
qid:1907	US	0.6	0.3	0.1
qid:293	GB	0.2	0.4	0.4
qid:13603	FR	0.8	0.1	0.1
qid:7450	FR	0.4	0.3	0.3
qid:5007	US	0.3	0.2	0.5
qid:12072	US	0.4	0.2	0.4
qid:4145	US	0.9	0.05	0.05
qid:5754	US	0.7	0.1	0.2
qid:728	US	0.6	0.2	0.2
qid:6609	US	0.8	0.1	0.1
qid:12315	US	0.7	0.2	0.1
qid:3471	US	0.1	0.6	0.3
qid:8506	US	0.2	0.4	0.4
qid:10962	US	0.3	0.4	0.3
qid:15045	US	0.6	0.1	0.3
qid:11825	US	0.4	0.2	0.4
qid:7894	US	0.7	0.2	0.1
qid:7337	US	0.2	0.5	0.3
qid:10753	US	0.3	0.4	0.3
qid:13512	US	0.9	0.05	0.05
qid:6481	US	0.8	0.1	0.1
qid:4904	US	0.6	0.2	0.2
qid:2952	US	0.2	0.5	0.3
qid:13933	US	0.3	0.6	0.1
qid:14107	US	0.8	0.1	0.1
qid:5150	US	0.3	0.2	0.5
qid:12760	US	0.4	0.3	0.3
qid:8087	US	0.6	0.2	0.2
qid:3648	US	0.1	0.7	0.2
qid:12178	US	0.5	0.3	0.2
qid:5845	US	0.2	0.3	0.5
qid:13778	US	0.1	0.2	0.7
qid:11822	IN	0.8	0.1	0.1
qid:342	US	0.1	0.6	0.3
qid:10238	US	0.7	0.2	0.1
qid:84	US	0.2	0.4	0.4
qid:7327	US	0.3	0.4	0.3
qid:3463	US	0.4	0.3	0.3
qid:15553	US	0.7	0.1	0.2
qid:4194	US	0.9	0.05	0.05
qid:7466	US	0.8	0.1	0.1
qid:15736	US	0.2	0.6	0.2
qid:4837	US	0.5	0.2	0.3
qid:6957	US	0.7	0.2	0.1
qid:5125	US	0.3	0.3	0.4
qid:15075	US	0.2	0.3	0.5
qid:13871	US	0.5	0.3	0.2
qid:13646	US	0.8	0.1	0.1
qid:12403	US	0.9	0.05	0.05
qid:5694	US	0.6	0.3	0.1
qid:8515	US	0.9	0.05	0.05
qid:9258	US	0.4	0.1	0.5
qid:1851	US	0.8	0.1	0.1
qid:3644	US	0.9	0.05	0.05
qid:12757	IN	0.3	0.1	0.6
qid:7898	US	0.2	0.8	0
qid:487	AU	0.3	0.3	0.4
qid:11815	US	0.9	0.05	0.05
qid:12152	FR	0.2	0.3	0.5
qid:6621	IN	0.1	0.3	0.6
qid:15025	US	0.9	0.05	0.05
qid:14392	US	0.3	0.6	0.1
qid:4479	US	0.7	0.2	0.1
qid:7581	UK	0.8	0.1	0.1
qid:7006	US	0.9	0.05	0.05
qid:2950	US	0.6	0.2	0.2
qid:15475	US	0.7	0.2	0.1
qid:4881	US	0.9	0.05	0.05
qid:12077	FR	0.2	0.1	0.7
qid:7891	US	0.1	0.5	0.4
qid:10850	US	0.8	0.1	0.1
qid:10686	US	0.7	0.15	0.15
qid:12148	US	0.6	0.2	0.2
qid:5256	US	0.5	0.4	0.1
qid:13635	US	0.3	0.3	0.4
qid:3628	US	0.4	0.3	0.3
qid:16088	AE	0.3	0.2	0.5
qid:13517	US	0.8	0.1	0.1
qid:322	IT	0.2	0.3	0.5
qid:8830	NZ	0.8	0.1	0.1
qid:7261	US	0.2	0.7	0.1
qid:7575	US	0.3	0.5	0.2
qid:15048	US	0.6	0.1	0.3
qid:12307	US	0.5	0.2	0.3
qid:16035	US	0.4	0.2	0.4
qid:4983	US	0.5	0.3	0.2
qid:7882	US	0.7	0.2	0.1
qid:13902	US	0.9	0.05	0.05
qid:4828	US	0.6	0.2	0.2
qid:12185	US	0.6	0.4	0
qid:6385	US	0.9	0.05	0.05
qid:10223	US	0.3	0.4	0.3
qid:3466	US	0.2	0.3	0.5
qid:7458	US	0.2	0.6	0.2
qid:3659	US	0.4	0.6	0
qid:9237	US	0.8	0.15	0.05
qid:7017	US	0.8	0.1	0.1
qid:5004	US	0.4	0.5	0.1
qid:7173	UK	0.2	0.7	0.1
qid:8814	US	0.6	0.2	0.2
qid:2846	US	0.2	0.3	0.5
qid:7297	JP	0.6	0.2	0.2
qid:11836	US	0.3	0.4	0.3
qid:3485	US	0.7	0.1	0.2
qid:1979	US	0.2	0.1	0.7
qid:507	US	0.4	0.3	0.3
qid:12812	US	0.7	0.1	0.2
qid:7805	US	0.1	0.6	0.3
qid:12568	US	0.6	0.2	0.2
qid:13774	US	0.8	0.1	0.1
qid:6233	US	0.3	0.4	0.3
qid:8490	US	0.6	0.2	0.2
qid:15505	US	0.5	0.3	0.2
qid:4493	CN	0.9	0.05	0.05
qid:3726	US	0.2	0.6	0.2
qid:12186	US	0.1	0.05	0.85
qid:12054	US	0.7	0.2	0.1
qid:2924	US	0.3	0.4	0.3
qid:4262	US	0.1	0.2	0.7
qid:4987	US	0.5	0.3	0.2
qid:15070	US	0.8	0.1	0.1
qid:12765	US	0.2	0.1	0.7
qid:11816	US	0.2	0.4	0.4
qid:5143	US	0.3	0.2	0.5
qid:8085	US	0.6	0.1	0.3
qid:12069	US	0.1	0.7	0.2
qid:4064	US	0.3	0.6	0.1
qid:12183	US	0.2	0.6	0.2
qid:13627	US	0.7	0.1	0.2
qid:1960	US	0.4	0.3	0.3
qid:646	BR	0.8	0.1	0.1
qid:12754	US	0.2	0.6	0.2
qid:16034	US	0.7	0.2	0.1
qid:4944	ID	0.6	0.1	0.3
qid:9527	US	0.7	0.1	0.2
qid:4824	US	0.6	0.2	0.2
qid:5789	IN	0.3	0.6	0.1
qid:11961	US	0.2	0.6	0.2
qid:12572	US	0.5	0.3	0.2
qid:9248	US	0.3	0.4	0.3
qid:13929	US	0.4	0.2	0.4
qid:4481	CA	0.3	0.25	0.45
qid:14167	FR	0.1	0.4	0.5
qid:7286	US	0.5	0.3	0.2
qid:4095	US	0.7	0.2	0.1
qid:8834	US	0.3	0.4	0.3
qid:498	US	0.8	0.1	0.1
qid:11848	US	0.6	0.3	0.1
qid:8471	US	0.1	0.6	0.3
qid:15349	US	0.2	0.3	0.5
qid:14518	US	0.4	0.3	0.3
qid:4862	US	0.2	0.7	0.1
qid:12795	JP	0.6	0.1	0.3
qid:3582	US	0.7	0.2	0.1
qid:11817	US	0.3	0.5	0.2
qid:2418	US	0.4	0.2	0.4
qid:10773	US	0.6	0.2	0.2
qid:10697	US	0.5	0.1	0.4
qid:7803	US	0.4	0.3	0.3
qid:11884	US	0.7	0.2	0.1
qid:6483	US	0.6	0.3	0.1
qid:8134	US	0.5	0.3	0.2
qid:4123	US	0.2	0.1	0.7
qid:12073	US	0.2	0.4	0.4
qid:16131	US	0.3	0.2	0.5
qid:13940	US	0.6	0.3	0.1
qid:6189	IN	0.2	0.3	0.5
qid:3624	US	0.8	0.1	0.1
qid:11830	US	0.3	0.6	0.1
qid:12716	US	0.7	0.2	0.1
qid:5726	US	0.2	0.3	0.5
qid:6616	US	0.6	0.3	0.1
qid:15390	US	0.5	0.4	0.1
qid:12751	US	0.4	0.3	0.3
qid:7024	UK	0.3	0.4	0.3
qid:4486	IN	0.2	0.6	0.2
qid:2743	US	0.7	0.2	0.1
qid:9678	US	0.6	0.2	0.2
qid:3374	US	0.4	0.1	0.5
qid:10225	US	0.7	0.1	0.2
qid:14268	US	0.6	0.2	0.2
qid:4964	US	0.8	0.1	0.1
qid:1888	US	0.5	0.4	0.1
qid:5281	US	0.7	0.1	0.2
qid:15047	JP	0.3	0.2	0.5
qid:10814	SE	0.6	0.1	0.3
qid:2401	US	0.4	0.3	0.3
qid:643	US	0.3	0.6	0.1
qid:4110	US	0.2	0.7	0.1
qid:10698	US	0.5	0.2	0.3
qid:3737	US	0.8	0.1	0.1
qid:7864	US	0.4	0.4	0.2
qid:7608	US	0.6	0.3	0.1
qid:8783	US	0.7	0.2	0.1
qid:8035	IN	0.6	0.2	0.2
qid:4831	US	0.4	0.3	0.3
qid:472	US	0.2	0.6	0.2
qid:9244	US	0.3	0.5	0.2
qid:12768	US	0.4	0.4	0.2
qid:7469	US	0.7	0.2	0.1
qid:5022	US	0.4	0.3	0.3
qid:6219	US	0.6	0.2	0.2
qid:6622	US	0.5	0.3	0.2
qid:15513	US	0.4	0.3	0.3
qid:14424	US	0.3	0.4	0.3
qid:3413	US	0.4	0.4	0.2
qid:11837	US	0.7	0.2	0.1
qid:5259	US	0.6	0.2	0.2
qid:12794	IT	0.3	0.2	0.5
qid:12149	US	0.7	0.1	0.2
qid:10685	US	0.8	0.1	0.1
qid:7918	JP	0.2	0.5	0.3
qid:11911	KR	0.6	0.2	0.2
qid:3722	US	0.3	0.6	0.1
qid:98	US	0.7	0.1	0.2
qid:4468	US	0.3	0.6	0.1
qid:8918	US	0.3	0.6	0.1
qid:9701	US	0.3	0.3	0.4
qid:645	US	0.5	0.2	0.3
qid:4937	US	0.6	0.2	0.2
qid:9198	US	0.5	0.2	0.3
qid:8827	US	0.3	0.5	0.2
qid:4829	US	0.7	0.2	0.1
qid:2010	US	0.5	0.2	0.3
qid:13876	US	0.2	0.7	0.1
qid:7262	US	0.6	0.1	0.3
qid:14453	US	0.3	0.4	0.3
qid:7034	US	0.3	0.4	0.3
qid:15051	US	0.7	0.1	0.2
qid:4305	US	0.8	0.1	0.1
qid:12763	UK	0.7	0.1	0.2
qid:11842	CA	0.3	0.2	0.5
qid:5257	IT	0.6	0.2	0.2
qid:2714	JP	0.9	0.05	0.05
qid:4825	DE	0.7	0.15	0.15
qid:1887	US	0.4	0.1	0.5
qid:10230	US	0.9	0.05	0.05
qid:641	US	0.3	0.5	0.2
qid:4441	UK	0.3	0.2	0.5
qid:7883	US	0.8	0.1	0.1
qid:11832	US	0.2	0.3	0.5
qid:12774	US	0.8	0.1	0.1
qid:3503	US	0.9	0.05	0.05
qid:13966	JP	0.7	0.2	0.1
qid:5006	UK	0.4	0.1	0.5
qid:15041	US	0.1	0.5	0.4
qid:176	FR	0.1	0.6	0.3
qid:4541	US	0.6	0.2	0.2
qid:9512	US	0.8	0.1	0.1
qid:15489	US	0.7	0.2	0.1
qid:7267	US	0.9	0.05	0.05
qid:5825	US	0.8	0.1	0.1
qid:11876	DE	0.2	0.5	0.3
qid:16101	US	0.2	0.3	0.5
qid:12192	US	0.3	0.2	0.5
qid:6943	US	0.4	0.4	0.2
qid:12792	US	0.2	0.3	0.5
qid:8953	UK	0.5	0.4	0.1
qid:10725	US	0.1	0.3	0.6
qid:9251	US	0.7	0.2	0.1
qid:15699	US	0.8	0.1	0.1
qid:4264	US	0.1	0.3	0.6
qid:12070	US	0.4	0.1	0.5
qid:4559	US	0.1	0.2	0.7
qid:15053	US	0.3	0.3	0.4
qid:4999	US	0.6	0.2	0.2
qid:4835	US	0.4	0.4	0.2
qid:2948	US	0.1	0.2	0.7
qid:4484	US	0.2	0.4	0.4
qid:8778	JP	0.8	0.1	0.1
qid:4368	US	0.7	0.2	0.1
qid:7852	US	0.3	0.6	0.1
qid:11826	US	0.9	0.05	0.05
qid:12764	US	0.5	0.3	0.2
qid:13520	US	0.2	0.4	0.4
qid:3500	US	0.6	0.2	0.2
qid:1920	US	0.1	0.2	0.7
qid:9740	US	0.4	0.2	0.4
qid:4124	US	0.2	0.3	0.5
qid:13869	US	0.3	0.2	0.5
qid:12081	UK	0.6	0.1	0.3
qid:364	US	0.2	0.1	0.7
qid:640	CA	0.7	0.1	0.2
qid:4624	US	0.4	0.4	0.2
qid:6620	US	0.3	0.2	0.5
qid:12372	US	0.2	0.3	0.5
qid:4967	US	0.6	0.1	0.3
qid:10234	US	0.1	0.6	0.3
qid:9208	US	0.2	0.5	0.3
qid:4830	US	0.3	0.4	0.3
qid:8932	UK	0.2	0.5	0.3
qid:16176	US	0.4	0.3	0.3
qid:2382	US	0.5	0.1	0.4
qid:11829	US	0.6	0.1	0.3
qid:13683	UK	0.7	0.1	0.2
qid:14489	US	0.3	0.2	0.5
qid:6924	US	0.3	0.2	0.5
qid:8820	US	0.2	0.4	0.4
qid:5906	US	0.6	0.1	0.3
qid:196	US	0.7	0.1	0.2
qid:12791	US	0.2	0.4	0.4
qid:4300	US	0.3	0.2	0.5
qid:13852	US	0.6	0.1	0.3
qid:4503	US	0.5	0.2	0.3
qid:15063	US	0.2	0.3	0.5
qid:4896	US	0.7	0.1	0.2
qid:5084	US	0.4	0.3	0.3
qid:7322	US	0.6	0.1	0.3
qid:9719	UK	0.7	0.1	0.2
qid:2474	US	0.5	0.2	0.3
qid:10791	US	0.3	0.4	0.3
qid:644	US	0.6	0.1	0.3
qid:12396	US	0.3	0.3	0.4
qid:7134	JP	0.4	0.3	0.3
qid:6971	US	0.7	0.1	0.2
qid:12750	US	0.2	0.2	0.6
qid:15039	US	0.1	0.4	0.5
qid:66	US	0.3	0.3	0.4
qid:14558	US	0.2	0.2	0.6
qid:9228	US	0.2	0.5	0.3
qid:6615	US	0.3	0.3	0.4
qid:4284	US	0.5	0.1	0.4
qid:14174	US	0.2	0.4	0.4
qid:7855	US	0.4	0.2	0.4
qid:4482	US	0.2	0.3	0.5
qid:11813	US	0.5	0.2	0.3
qid:764	US	0.6	0.1	0.3
qid:12705	UK	0.3	0.3	0.4
qid:4166	US	0.5	0.2	0.3
qid:14584	NZ	0.6	0.2	0.2
qid:4838	US	0.8	0.1	0.1
qid:5865	US	0.3	0.4	0.3
qid:12807	GB	0.4	0.3	0.3
qid:12250	CA	0.5	0.2	0.3
qid:4597	US	0.2	0.5	0.3
qid:4860	US	0.4	0.3	0.3
qid:642	US	0.7	0.2	0.1
qid:10730	AU	0.8	0.1	0.1
qid:8063	US	0.6	0.3	0.1
qid:4348	US	0.6	0.1	0.3
qid:8790	IN	0.4	0.2	0.4
qid:7249	IN	0.7	0.1	0.2
qid:11849	US	0.8	0.1	0.1
qid:16178	US	0.9	0.05	0.05
qid:7009	US	0.3	0.5	0.2
qid:3667	US	0.4	0.3	0.3
qid:9697	US	0.2	0.1	0.7
qid:15056	RU	0.6	0.2	0.2
qid:7474	US	0.2	0.4	0.4
qid:15720	CN	0.8	0.1	0.1
qid:9217	JP	0.7	0.1	0.2
qid:1857	BD	0.3	0.4	0.3
qid:10760	JP	0.8	0.1	0.1
qid:40	US	0.9	0.05	0.05
qid:4552	US	0.5	0.2	0.3
qid:12788	US	0.7	0.1	0.2
qid:199	DE	0.1	0.2	0.7
qid:13504	US	0.4	0.2	0.4
qid:703	US	0.2	0.4	0.4
qid:4921	US	0.8	0.1	0.1
qid:7825	US	0.3	0.2	0.5
qid:12249	US	0.5	0.3	0.2
qid:8547	US	0.8	0.1	0.1
qid:11845	US	0.4	0.3	0.3
qid:3549	US	0.3	0.5	0.2
qid:8922	US	0.7	0.2	0.1
qid:3464	US	0.3	0.4	0.3
qid:7580	GB	0.5	0.3	0.2
qid:16095	US	0.3	0.2	0.5
qid:2727	US	0.6	0.1	0.3
qid:7310	US	0.2	0.5	0.3
qid:14564	JP	0.8	0.1	0.1
qid:5008	US	0.5	0.2	0.3
qid:12796	US	0.7	0.1	0.2
qid:4521	US	0.6	0.2	0.2
qid:2425	US	0.4	0.3	0.3
qid:315	US	0.9	0.05	0.05
qid:9277	US	0.1	0.2	0.7
qid:12357	US	0.7	0.1	0.2
qid:13819	US	0.8	0.2	0
qid:4204	US	0.7	0.1	0.2
qid:10678	PL	0.9	0.1	0
qid:13611	US	0.2	0.8	0
qid:12805	US	0.3	0.1	0.6
qid:7919	US	0.2	0.7	0.1
qid:10826	US	0.9	0.1	0
qid:11986	US	0.8	0.2	0
qid:721	US	0.5	0.1	0.4
qid:5050	US	0.3	0.4	0.3
qid:6972	US	0.7	0.1	0.2
qid:15040	US	0.9	0.1	0
qid:16185	US	0.2	0.7	0.1
qid:12797	US	0.2	0.6	0.2
qid:15479	US	0.4	0.1	0.5
qid:3380	US	0.1	0.8	0.1
qid:4612	US	0.6	0.3	0.1
qid:11828	US	0.5	0.2	0.3
qid:3622	US	0.8	0.1	0.1
qid:5116	US	0.4	0.4	0.2
qid:7849	KR	0.1	0.2	0.7
qid:9269	US	0.1	0.3	0.6
qid:4496	US	0.2	0.1	0.7
qid:4962	US	0.9	0.1	0
qid:15671	US	0.6	0.1	0.3
qid:16080	US	0.4	0.4	0.2
qid:4949	JP	0.1	0.7	0.2
qid:2701	GB	0.1	0.3	0.6
qid:12404	CA	0.3	0.2	0.5
qid:2431	FR	0.3	0.3	0.4
qid:7507	AU	0.2	0.5	0.3
qid:4841	US	0.2	0.6	0.2
qid:13779	US	0.3	0.4	0.3
qid:15074	GB	0.2	0.4	0.4
qid:8529	US	0.1	0.7	0.2
qid:2923	CA	0.4	0.2	0.4
qid:13826	US	0.7	0.2	0.1
qid:5227	US	0.1	0.6	0.3
qid:208	US	0.7	0.1	0.2
qid:11821	US	0.8	0.1	0.1
qid:7265	US	0.6	0.3	0.1
qid:3514	KR	0.5	0.2	0.3
qid:9689	DE	0.4	0.2	0.4
qid:14571	US	0.7	0.1	0.2
qid:5504	US	0.2	0.6	0.2
qid:1889	US	0.4	0.3	0.3
qid:15550	US	0.1	0.7	0.2
qid:6933	US	0.1	0.6	0.3
qid:2493	US	0.8	0.1	0.1
qid:4498	ZA	0.6	0.2	0.2
qid:8559	GB	0.6	0.3	0.1
qid:4976	IE	0.2	0.6	0.2
qid:13610	US	0.3	0.5	0.2
qid:8771	US	0.6	0.3	0.1
qid:4315	HK	0.7	0.2	0.1
qid:14433	US	0.2	0.6	0.2
qid:5850	US	0.3	0.4	0.3
qid:15017	US	0.4	0.2	0.4
qid:11844	US	0.6	0.3	0.1
qid:11568	US	0.8	0.1	0.1
qid:2805	US	0.4	0.4	0.2
qid:16145	US	0.8	0.1	0.1
qid:11835	US	0.7	0.2	0.1
qid:7892	US	0.2	0.6	0.2
qid:4487	US	0.7	0.2	0.1
qid:7028	US	0.6	0.3	0.1
qid:7137	JP	0.4	0.3	0.3
qid:1829	GB	0.3	0.5	0.2
qid:4927	UK	0.6	0.2	0.2
qid:13518	US	0.4	0.4	0.2
qid:15019	US	0.3	0.5	0.2
qid:10229	UK	0.1	0.6	0.3
qid:81	US	0.8	0.1	0.1
qid:2582	BR	0.5	0.3	0.2
qid:12078	US	0.6	0.3	0.1
qid:14094	US	0.4	0.3	0.3
qid:5171	CA	0.6	0.2	0.2
qid:11838	MX	0.2	0.5	0.3
qid:11566	IN	0.3	0.4	0.3
qid:301	UK	0.4	0.2	0.4
qid:7294	AU	0.6	0.2	0.2
qid:5743	US	0.2	0.3	0.5
qid:10825	UK	0.3	0.2	0.5
qid:5517	US	0.1	0.4	0.5
qid:14474	CA	0.5	0.2	0.3
qid:7616	US	0.6	0.1	0.3
qid:4872	US	0.4	0.3	0.3
qid:14555	US	0.3	0.3	0.4
qid:4614	US	0.6	0.2	0.2
qid:8543	UK	0.4	0.3	0.3
qid:15034	US	0.3	0.4	0.3
qid:9526	US	0.6	0.2	0.2
qid:11833	US	0.4	0.3	0.3
qid:8818	US	0.2	0.5	0.3
qid:13691	US	0.3	0.3	0.4
qid:11536	US	0.5	0.3	0.2
qid:13510	US	0.4	0.2	0.4
qid:4424	US	0.2	0.4	0.4
qid:2496	US	0.3	0.3	0.4
qid:16183	IN	0.2	0.5	0.3
qid:11824	US	0.3	0.3	0.4
qid:6409	US	0.2	0.3	0.5
qid:4289	US	0.6	0.1	0.3
qid:13851	US	0.4	0.2	0.4
qid:10709	US	0.3	0.3	0.4
qid:2951	US	0.5	0.2	0.3
qid:5099	US	0.3	0.4	0.3
qid:14403	US	0.2	0.5	0.3
qid:15537	US	0.1	0.3	0.6
qid:8528	US	0.5	0.2	0.3
qid:3363	US	0.2	0.4	0.4
qid:4958	US	0.5	0.3	0.2
qid:700	US	0.3	0.3	0.4
qid:7114	US	0.6	0.2	0.2
qid:16078	US	0.4	0.3	0.3
qid:11814	US	0.2	0.4	0.4
qid:10837	US	0.4	0.3	0.3
qid:15035	US	0.6	0.2	0.2
qid:4568	US	0.3	0.3	0.4
qid:4096	US	0.4	0.2	0.4
qid:1915	US	0.4	0.3	0.3
qid:9676	JP	0.5	0.3	0.2
qid:5153	US	0.6	0.2	0.2
qid:11885	US	0.3	0.4	0.3
qid:2698	US	0.6	0.2	0.2
qid:4491	US	0.8	0.1	0.1
qid:12083	US	0.7	0.1	0.2
qid:4945	UK	0.3	0.2	0.5
qid:8536	AU	0.9	0.1	0
qid:9008	US	0.9	0	0.1
qid:4239	US	0.1	0.4	0.5
qid:7621	IN	0.6	0.2	0.2
qid:6527	CA	0.8	0.1	0.1
qid:13895	UK	0.4	0.1	0.5
qid:786	US	0.5	0.2	0.3
qid:7423	FR	0.2	0.6	0.2
qid:6614	US	0.3	0.2	0.5
qid:14562	CA	0.7	0.1	0.2
qid:15775	US	0.6	0.3	0.1
qid:13505	US	0.8	0.1	0.1
qid:10248	US	0.4	0.1	0.5
qid:2492	US	0.9	0	0.1
qid:16151	US	0.8	0.1	0.1
qid:12322	DE	0.7	0.2	0.1
qid:5041	US	0.9	0	0.1
qid:2744	CA	0.6	0.3	0.1
qid:5507	US	0.3	0.4	0.3
qid:10676	US	0.2	0.6	0.2
qid:4370	US	0.8	0.1	0.1
qid:281	US	0.7	0.2	0.1
qid:8823	CA	0.3	0.5	0.2
qid:7813	US	0.2	0.4	0.4
qid:12087	US	0.4	0.3	0.3
qid:2934	US	0.8	0.1	0.1
qid:13863	US	0.6	0.2	0.2
qid:6963	UK	0.3	0.4	0.3
qid:9538	US	0.5	0.3	0.2
qid:2412	CA	0.7	0.1	0.2
qid:429	US	0.4	0.3	0.3
qid:6143	US	0.6	0.3	0.1
qid:10729	US	0.7	0.2	0.1
qid:15388	US	0.5	0.4	0.1
qid:7622	US	0.8	0.1	0.1
qid:10227	US	0.4	0.5	0.1
qid:11531	US	0.3	0.4	0.3
qid:1890	US	0.8	0.1	0.1
qid:13678	US	0.7	0.2	0.1
qid:4924	US	0.6	0.2	0.2
qid:8833	US	0.3	0.5	0.2
qid:5288	AU	0.1	0.3	0.6
qid:13500	US	0.1	0.2	0.7
qid:95	US	0.4	0.2	0.4
qid:218	US	0.9	0	0.1
qid:6997	UK	0.5	0.4	0.1
qid:4636	US	0.8	0.1	0.1
qid:6612	US	0.8	0.1	0.1
qid:14578	IT	0.3	0.2	0.5
qid:14499	CA	0.6	0.3	0.1
qid:2688	US	0.7	0.1	0.2
qid:4259	AU	0.4	0.3	0.3
qid:12080	JP	0.6	0.2	0.2
qid:11870	UK	0.5	0.2	0.3
qid:903	US	0.7	0.2	0.1
qid:432	AU	0.6	0.3	0.1
qid:15559	US	0.8	0.1	0.1
qid:12254	CA	0.4	0.3	0.3
qid:4942	US	0.3	0.4	0.3
qid:3480	UK	0.2	0.3	0.5
qid:10691	US	0.7	0.1	0.2
qid:4139	US	0.8	0.1	0.1
qid:5285	US	0.6	0.1	0.3
qid:5773	CA	0.7	0.2	0.1
qid:4634	US	0.5	0.2	0.3
qid:15679	US	0.7	0.2	0.1
qid:4267	US	0.8	0.15	0.05
qid:2718	CA	0.4	0.4	0.2
qid:8521	IN	0.4	0.5	0.1
qid:9687	BR	0.3	0.5	0.2
qid:180	US	0.6	0.3	0.1
qid:12314	US	0.7	0.2	0.1
qid:4386	US	0.2	0.7	0.1
qid:6132	US	0.2	0.6	0.2
qid:7848	CA	0.3	0.4	0.3
qid:431	AU	0.5	0.3	0.2
qid:6349	US	0.3	0.3	0.4
qid:53	CN	0.5	0.3	0.2
qid:9879	US	0.7	0.2	0.1
qid:2504	US	0.4	0.3	0.3
qid:15312	US	0.5	0.3	0.2
qid:4127	US	0.3	0.4	0.3
qid:8791	US	0.4	0.4	0.2
qid:4248	UK	0.2	0.4	0.4
qid:14226	US	0.8	0.1	0.1
qid:8124	CA	0.4	0.5	0.1
qid:11574	US	0.6	0.2	0.2
qid:14435	US	0.7	0.2	0.1
qid:12701	US	0.5	0.3	0.2
qid:12071	US	0.3	0.5	0.2
qid:15727	US	0.6	0.3	0.1
qid:178	US	0.4	0.4	0.2
qid:7439	UK	0.3	0.3	0.4
qid:4510	US	0.4	0.4	0.2
qid:439	US	0.7	0.1	0.2
qid:11930	US	0.8	0.1	0.1
qid:6552	US	0.6	0.3	0.1
qid:14575	US	0.9	0.05	0.05
qid:4114	IN	0.1	0.2	0.7
qid:2749	GB	0.4	0.1	0.5
qid:7126	CA	0.3	0.5	0.2
qid:4939	US	0.7	0.1	0.2
qid:7258	US	0.1	0.05	0.85
qid:11571	GB	0.3	0.2	0.5
qid:13648	US	0.8	0.1	0.1
qid:2390	US	0.2	0.6	0.2
qid:9819	US	0.6	0.2	0.2
qid:16143	US	0.8	0.1	0.1
qid:8822	US	0.1	0.6	0.3
qid:15292	US	0.7	0.2	0.1
qid:355	US	0.7	0.1	0.2
qid:6174	FR	0.6	0.2	0.2
qid:1892	US	0.8	0.1	0.1
qid:3452	US	0.8	0.1	0.1
qid:5039	US	0.9	0.05	0.05
qid:15507	NL	0.1	0.1	0.8
qid:7196	US	0.9	0.05	0.05
qid:14507	US	0.7	0.1	0.2
qid:7873	US	0.2	0.05	0.75
qid:2461	US	0.1	0.4	0.5
qid:879	US	0.2	0.2	0.6
qid:4198	US	0.1	0.5	0.4
qid:14572	US	0.1	0.1	0.8
qid:6991	US	0.9	0.05	0.05
qid:4880	US	0.9	0.05	0.05
qid:15725	US	0.6	0.2	0.2
qid:8780	US	0.3	0.3	0.4
qid:6393	US	0.4	0.4	0.2
qid:7382	US	0.9	0.05	0.05
qid:12335	US	0.3	0.1	0.6
qid:4646	US	0.2	0.5	0.3
qid:15568	US	0.1	0.2	0.7
qid:9949	US	0.1	0.7	0.2
qid:15192	KR	0.2	0.3	0.5
qid:2957	US	0.2	0.1	0.7
qid:761	US	0.1	0.2	0.7
qid:2824	US	0.3	0.2	0.5
qid:12075	US	0.6	0.1	0.3
qid:16182	US	0.8	0.05	0.15
qid:13751	US	0.1	0.2	0.7
qid:14418	US	0.4	0.3	0.3
qid:12599	US	0.1	0.7	0.2
qid:2501	US	0.8	0.1	0.1
qid:4230	US	0.7	0.1	0.2
qid:8800	US	0.1	0.6	0.3
qid:4584	US	0.3	0.4	0.3
qid:12299	US	0.8	0.05	0.15
qid:483	US	0.3	0.5	0.2
qid:7344	US	0.7	0.1	0.2
qid:7586	US	0.2	0.3	0.5
qid:3501	US	0.6	0.2	0.2
qid:15454	US	0.2	0.6	0.2
qid:7890	US	0.4	0.3	0.3
qid:707	US	0.5	0.2	0.3
qid:8965	US	0.3	0.4	0.3
qid:15684	US	0.2	0.6	0.2
qid:4444	US	0.6	0.2	0.2
qid:10037	US	0.3	0.2	0.5
qid:14486	IT	0.1	0.3	0.6
qid:6200	US	0.4	0.4	0.2
qid:4506	US	0.6	0.2	0.2
qid:15241	US	0.3	0.4	0.3
qid:14331	US	0.2	0.4	0.4
